ID;area_calc;elev_mean;elev_med;elev_std;elev_ran;slope_mean;mvert_dist;mvert_ang;elon_ratio;strm_dens;p_mean;et0_mean;eta_mean;arid_1;arid_2;p_season;frac_snow;hi_prec_fr;hi_prec_du;hi_prec_ti;lo_prec_fr;lo_prec_du;lo_prec_ti;lc_dom;agr_fra;bare_fra;forest_fra;glac_fra;lake_fra;urban_fra;lai_max;lai_diff;ndvi_max;ndvi_min;gvf_max;gvf_diff;bedrk_dep;root_dep;soil_poros;soil_condu;soil_tawc;sand_fra;silt_fra;clay_fra;grav_fra;oc_fra;gc_dom;gc_ig_fra;gc_mt_fra;gc_pa_fra;gc_pb_fra;gc_pi_fra;gc_py_fra;gc_sc_fra;gc_sm_fra;gc_ss_fra;gc_su_fra;gc_va_fra;gc_vb_fra;gc_wb_fra;geol_perme;geol_poros
224;442.696;603;581;98;633;90;29.4;85;0.809;0.54;3.77;2.21;1.73;0.59;0.64;0.26;0.11;9.80;1.17;jja;178.80;3.04;djf;312;0.504;0.000;0.424;0.000;0.000;0.066;3.92;3.49;0.78;0.25;0.98;0.77;6.31;0.59;0.47;0.175;0.10;0.422;0.346;0.231;0.081;0.008;sm;0.000;0.000;0.000;0.000;0.000;0.000;0.024;0.976;0.000;0.000;0.000;0.000;0.000;-13.4;0.187
225;955.103;647;602;173;1395;127;45.3;61;0.769;0.56;4.11;2.22;1.76;0.54;0.61;0.28;0.13;9.15;1.15;jja;170.90;2.93;djf;313;0.390;0.005;0.442;0.000;0.071;0.074;3.69;3.32;0.74;0.21;0.90;0.73;4.41;0.58;0.48;0.124;0.10;0.415;0.355;0.230;0.081;0.009;sm;0.000;0.000;0.000;0.000;0.000;0.000;0.136;0.793;0.000;0.000;0.000;0.000;0.071;-12.7;0.174
226;80.761;714;697;177;1277;197;19.4;27;0.524;0.50;4.09;2.21;1.62;0.54;0.58;0.27;0.13;10.40;1.18;jja;173.20;2.93;djf;313;0.234;0.001;0.673;0.000;0.000;0.067;4.52;4.08;0.79;0.27;0.91;0.68;1.60;0.41;0.48;0.069;0.07;0.424;0.341;0.235;0.055;0.009;sm;0.000;0.000;0.000;0.000;0.000;0.000;0.249;0.751;0.000;0.000;0.000;0.000;0.000;-12.4;0.158
227;1259.972;623;579;174;1458;123;60.0;57;0.667;0.56;4.01;2.22;1.72;0.55;0.62;0.27;0.12;9.25;1.16;jja;172.60;2.93;djf;313;0.421;0.004;0.424;0.000;0.055;0.081;3.59;3.22;0.74;0.22;0.90;0.71;5.33;0.57;0.48;0.131;0.10;0.415;0.353;0.232;0.079;0.009;sm;0.000;0.000;0.000;0.000;0.000;0.000;0.125;0.821;0.000;0.000;0.000;0.000;0.054;-12.7;0.175
228;2771.141;882;725;445;2518;209;73.1;11;0.812;0.60;4.55;2.16;1.57;0.47;0.56;0.30;0.20;8.30;1.19;jja;158.60;2.78;djf;313;0.236;0.066;0.484;0.002;0.045;0.064;3.43;3.16;0.71;0.17;0.85;0.75;3.38;0.53;0.48;0.085;0.09;0.394;0.378;0.227;0.106;0.012;sc;0.000;0.000;0.000;0.000;0.000;0.000;0.516;0.441;0.000;0.000;0.000;0.000;0.043;-12.1;0.124
229;44.052;436;434;37;202;64;10.9;104;0.689;0.43;3.27;2.27;1.57;0.69;0.74;0.24;0.07;10.90;1.21;jja;186.10;3.13;djf;211;0.835;0.000;0.130;0.000;0.000;0.035;2.27;1.93;0.68;0.22;0.81;0.63;9.41;0.53;0.48;0.281;0.09;0.420;0.322;0.259;0.069;0.008;sm;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.000;0.000;0.000;-15.0;0.190
230;170.218;1010;929;353;1978;367;17.1;345;0.862;0.70;4.78;2.13;1.58;0.45;0.58;0.33;0.26;8.15;1.23;jja;154.90;2.70;djf;313;0.018;0.136;0.721;0.000;0.006;0.001;3.89;3.70;0.71;0.15;0.80;0.73;0.76;0.45;0.49;0.033;0.07;0.362;0.420;0.218;0.134;0.018;sc;0.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;-11.8;0.060
231;313.875;912;853;323;2053;323;27.7;355;0.722;0.77;4.50;2.17;1.60;0.48;0.62;0.32;0.21;9.05;1.21;jja;159.75;2.74;djf;311;0.092;0.077;0.732;0.000;0.003;0.025;4.17;3.92;0.74;0.20;0.84;0.71;0.91;0.48;0.48;0.052;0.08;0.369;0.420;0.211;0.121;0.017;sc;0.000;0.000;0.000;0.000;0.000;0.000;0.818;0.182;0.000;0.000;0.000;0.000;0.000;-11.9;0.084
232;69.926;610;589;166;1081;128;19.0;13;0.497;0.66;3.89;2.24;1.57;0.58;0.68;0.28;0.12;10.95;1.20;jja;176.25;2.94;djf;312;0.418;0.001;0.489;0.000;0.000;0.068;3.93;3.54;0.77;0.26;0.90;0.67;4.89;0.47;0.48;0.120;0.08;0.418;0.341;0.241;0.061;0.009;sm;0.000;0.000;0.000;0.000;0.000;0.000;0.166;0.834;0.000;0.000;0.000;0.000;0.000;-12.6;0.168
233;434.744;813;748;328;2134;262;39.9;349;0.590;0.72;4.31;2.19;1.59;0.51;0.64;0.31;0.19;9.75;1.21;jja;162.95;2.78;djf;312;0.208;0.056;0.643;0.000;0.002;0.034;4.00;3.72;0.74;0.21;0.85;0.70;2.54;0.53;0.48;0.077;0.09;0.382;0.400;0.217;0.104;0.014;sc;0.000;0.000;0.000;0.000;0.000;0.000;0.626;0.374;0.000;0.000;0.000;0.000;0.000;-12.0;0.109
234;3420.110;844;700;432;2549;206;81.1;16;0.814;0.61;4.45;2.17;1.57;0.49;0.58;0.30;0.19;8.40;1.19;jja;159.90;2.79;djf;313;0.266;0.061;0.483;0.001;0.037;0.060;3.42;3.15;0.71;0.17;0.85;0.73;4.00;0.54;0.48;0.096;0.09;0.394;0.378;0.227;0.104;0.012;sc;0.000;0.000;0.000;0.000;0.000;0.000;0.498;0.467;0.000;0.000;0.000;0.000;0.035;-12.1;0.126
235;68.022;434;423;52;323;42;21.7;349;0.428;0.40;3.36;2.29;1.56;0.68;0.82;0.27;0.09;11.10;1.19;jja;183.20;3.05;djf;211;0.894;0.000;0.084;0.000;0.000;0.023;2.13;1.86;0.68;0.19;0.80;0.67;14.44;0.62;0.48;0.280;0.10;0.426;0.312;0.262;0.063;0.006;sm;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.000;0.000;0.000;-15.0;0.190
236;38.640;655;600;225;1169;212;7.8;350;0.900;0.72;4.04;2.25;1.60;0.56;0.76;0.32;0.13;11.15;1.21;jja;172.50;2.84;djf;313;0.334;0.000;0.527;0.000;0.000;0.131;4.02;3.74;0.75;0.23;0.91;0.71;1.19;0.71;0.48;0.092;0.10;0.395;0.392;0.213;0.114;0.013;sc;0.000;0.000;0.000;0.000;0.000;0.000;0.521;0.479;0.000;0.000;0.000;0.000;0.000;-12.1;0.122
237;145.054;529;464;169;1243;123;23.7;360;0.575;0.52;3.79;2.27;1.57;0.60;0.81;0.31;0.12;10.95;1.20;jja;176.95;2.91;djf;211;0.637;0.000;0.273;0.000;0.000;0.088;3.26;2.94;0.74;0.23;0.89;0.69;3.47;0.72;0.48;0.188;0.11;0.417;0.341;0.242;0.082;0.009;sm;0.000;0.000;0.000;0.000;0.000;0.000;0.179;0.821;0.000;0.000;0.000;0.000;0.000;-12.5;0.167
238;74.849;427;415;57;439;58;13.4;1;0.728;0.49;3.43;2.31;1.56;0.67;0.91;0.30;0.10;11.30;1.17;jja;183.45;3.02;djf;211;0.800;0.000;0.119;0.000;0.000;0.070;2.45;2.15;0.69;0.21;0.83;0.66;12.62;0.52;0.48;0.304;0.09;0.429;0.313;0.258;0.057;0.007;sm;0.000;0.000;0.000;0.000;0.000;0.000;0.062;0.938;0.000;0.000;0.000;0.000;0.000;-13.0;0.182
239;363.043;440;404;136;1309;80;41.7;13;0.516;0.54;3.38;2.30;1.59;0.68;0.88;0.29;0.10;11.00;1.18;jja;182.20;3.01;djf;211;0.729;0.000;0.178;0.000;0.000;0.083;2.68;2.38;0.70;0.21;0.84;0.67;9.44;0.72;0.48;0.293;0.11;0.421;0.329;0.250;0.076;0.007;sm;0.000;0.000;0.000;0.000;0.000;0.000;0.088;0.912;0.000;0.000;0.000;0.000;0.000;-12.9;0.179
240;85.576;341;345;33;163;48;17.9;18;0.583;0.50;2.68;2.32;1.71;0.87;1.03;0.24;0.06;13.00;1.19;jja;199.75;3.29;son;211;0.890;0.000;0.065;0.000;0.000;0.045;2.24;1.98;0.67;0.18;0.80;0.67;19.26;0.54;0.48;0.383;0.09;0.431;0.307;0.262;0.062;0.007;sm;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.000;0.000;0.000;-15.0;0.190
241;106.654;627;655;154;617;100;17.6;155;0.661;0.45;2.60;2.23;1.59;0.86;0.88;0.32;0.10;13.55;1.18;jja;201.45;3.26;djf;312;0.570;0.000;0.347;0.000;0.000;0.083;3.26;3.02;0.73;0.19;0.91;0.77;1.25;0.92;0.45;0.799;0.12;0.542;0.281;0.177;0.115;0.008;pa;0.000;0.410;0.517;0.000;0.000;0.000;0.000;0.073;0.000;0.000;0.000;0.000;0.000;-14.2;0.023
242;75.989;609;604;104;580;130;16.2;155;0.607;0.44;2.65;2.22;1.58;0.84;0.92;0.35;0.10;13.60;1.18;jja;199.70;3.25;djf;312;0.536;0.000;0.417;0.000;0.000;0.047;3.45;3.17;0.74;0.21;0.89;0.72;1.16;0.96;0.45;0.892;0.12;0.572;0.259;0.169;0.111;0.007;pa;0.000;0.437;0.559;0.000;0.000;0.000;0.000;0.004;0.000;0.000;0.000;0.000;0.000;-14.1;0.011
243;256.050;548;557;166;686;102;25.4;166;0.710;0.47;2.60;2.25;1.60;0.87;0.95;0.32;0.09;13.45;1.20;jja;200.70;3.26;djf;312;0.590;0.000;0.329;0.000;0.000;0.079;3.09;2.83;0.72;0.21;0.88;0.72;2.03;1.01;0.45;0.789;0.13;0.561;0.265;0.174;0.108;0.007;pa;0.000;0.300;0.529;0.000;0.000;0.000;0.000;0.171;0.000;0.000;0.000;0.000;0.000;-14.2;0.041
244;134.178;1444;1407;402;1766;308;19.5;5;0.672;0.59;4.11;2.05;1.09;0.50;0.52;0.32;0.33;9.55;1.09;jja;159.95;2.73;djf;312;0.139;0.094;0.526;0.000;0.000;0.034;3.06;2.91;0.69;0.07;0.83;0.87;0.84;0.49;0.53;0.036;0.10;0.376;0.391;0.233;0.130;0.059;sc;0.000;0.363;0.000;0.000;0.000;0.000;0.600;0.037;0.000;0.000;0.000;0.000;0.000;-12.0;0.047
245;87.180;1566;1619;342;1614;304;15.8;355;0.668;0.82;4.01;2.01;1.04;0.50;0.48;0.32;0.36;9.70;1.09;jja;160.10;2.72;djf;312;0.070;0.076;0.531;0.000;0.000;0.010;3.31;3.18;0.70;0.06;0.83;0.89;0.85;0.34;0.47;0.032;0.05;0.389;0.411;0.200;0.151;0.020;sc;0.000;0.119;0.000;0.000;0.000;0.000;0.881;0.000;0.000;0.000;0.000;0.000;0.000;-11.9;0.054
246;58.555;1574;1605;295;1363;306;12.7;350;0.682;0.78;4.08;2.01;1.05;0.49;0.48;0.31;0.37;9.45;1.09;jja;160.20;2.72;djf;312;0.053;0.071;0.536;0.000;0.000;0.005;3.31;3.17;0.71;0.08;0.83;0.84;0.79;0.50;0.44;0.030;0.08;0.513;0.321;0.166;0.124;0.015;sc;0.000;0.197;0.000;0.000;0.000;0.000;0.803;0.000;0.000;0.000;0.000;0.000;0.000;-11.9;0.050
247;63.048;1867;1909;380;1738;467;11.4;299;0.789;0.77;3.90;1.89;1.03;0.48;0.40;0.35;0.38;10.00;1.10;jja;161.20;2.74;djf;333;0.039;0.360;0.271;0.000;0.000;0.000;2.35;2.30;0.59;0.01;0.75;0.89;0.52;0.54;0.43;0.030;0.08;0.623;0.244;0.133;0.120;0.013;mt;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;-14.1;0.010
248;651.850;1504;1492;404;2126;329;31.8;46;0.905;0.75;4.15;2.01;1.08;0.48;0.49;0.32;0.36;9.20;1.10;jja;158.30;2.71;djf;312;0.111;0.120;0.502;0.000;0.000;0.022;3.15;3.01;0.69;0.07;0.82;0.86;0.86;0.51;0.47;0.037;0.09;0.477;0.339;0.185;0.131;0.024;sc;0.000;0.471;0.000;0.000;0.000;0.000;0.522;0.008;0.000;0.000;0.000;0.000;0.000;-12.1;0.037
249;1499.410;1445;1439;428;2213;324;63.4;56;0.689;0.74;4.27;2.01;1.11;0.47;0.49;0.35;0.34;9.10;1.12;jja;154.90;2.69;djf;312;0.128;0.102;0.480;0.000;0.001;0.020;3.41;3.27;0.70;0.08;0.84;0.87;0.88;0.57;0.46;0.042;0.09;0.492;0.323;0.185;0.123;0.017;mt;0.000;0.566;0.000;0.000;0.000;0.000;0.426;0.008;0.000;0.000;0.000;0.000;0.000;-12.2;0.033
250;191.131;1467;1511;359;1691;336;23.5;345;0.665;0.94;4.06;1.99;1.13;0.49;0.49;0.41;0.30;9.30;1.11;jja;156.00;2.70;djf;312;0.092;0.009;0.407;0.000;0.000;0.013;3.81;3.67;0.73;0.09;0.87;0.88;0.80;0.63;0.45;0.049;0.10;0.530;0.301;0.168;0.117;0.012;mt;0.000;0.977;0.000;0.000;0.000;0.000;0.023;0.000;0.000;0.000;0.000;0.000;0.000;-13.4;0.011
251;158.368;1430;1453;338;1569;334;19.3;309;0.737;0.85;4.17;2.00;1.20;0.48;0.51;0.42;0.28;9.05;1.10;jja;153.90;2.70;djf;312;0.086;0.005;0.481;0.000;0.000;0.014;3.85;3.66;0.73;0.11;0.86;0.85;0.86;0.65;0.44;0.052;0.10;0.530;0.302;0.168;0.118;0.011;mt;0.000;0.942;0.000;0.000;0.000;0.000;0.058;0.000;0.000;0.000;0.000;0.000;0.000;-13.0;0.013
252;2121.505;1419;1421;421;2225;319;76.3;58;0.682;0.76;4.32;2.01;1.14;0.47;0.50;0.36;0.32;8.95;1.13;jja;152.85;2.69;djf;312;0.126;0.086;0.476;0.000;0.001;0.022;3.49;3.35;0.71;0.08;0.85;0.87;0.97;0.58;0.46;0.047;0.09;0.492;0.323;0.186;0.123;0.016;mt;0.000;0.578;0.000;0.000;0.000;0.000;0.390;0.032;0.000;0.000;0.000;0.000;0.000;-12.2;0.035
253;367.515;1316;1321;376;1788;310;30.2;305;0.715;0.85;3.96;2.03;1.22;0.51;0.57;0.44;0.28;9.80;1.17;jja;158.65;2.74;djf;312;0.121;0.036;0.542;0.000;0.001;0.024;3.78;3.57;0.73;0.14;0.86;0.79;0.79;0.72;0.45;0.058;0.10;0.559;0.281;0.161;0.119;0.011;mt;0.000;0.688;0.000;0.000;0.000;0.000;0.133;0.168;0.000;0.000;0.010;0.000;0.000;-12.7;0.048
254;2641.381;1382;1377;421;2235;315;91.9;61;0.631;0.77;4.29;2.02;1.17;0.47;0.52;0.38;0.31;8.90;1.14;jja;152.50;2.69;djf;312;0.127;0.078;0.491;0.000;0.001;0.023;3.56;3.39;0.71;0.10;0.85;0.86;0.94;0.61;0.46;0.048;0.09;0.502;0.316;0.181;0.123;0.015;mt;0.000;0.579;0.000;0.000;0.000;0.000;0.368;0.051;0.000;0.000;0.001;0.000;0.000;-12.2;0.038
255;251.498;1215;1213;326;1700;382;18.8;284;0.953;0.71;3.82;2.09;1.36;0.55;0.61;0.40;0.27;10.45;1.24;jja;162.95;2.74;djf;312;0.027;0.096;0.673;0.000;0.002;0.017;3.41;3.22;0.68;0.12;0.78;0.75;0.67;0.53;0.47;0.046;0.09;0.434;0.373;0.193;0.141;0.014;sc;0.000;0.286;0.000;0.000;0.000;0.000;0.681;0.000;0.000;0.000;0.033;0.000;0.000;-12.0;0.047
256;281.301;1090;1049;195;1231;277;17.1;207;1.104;0.79;3.82;2.23;1.68;0.58;0.67;0.39;0.22;10.20;1.23;jja;164.70;2.75;djf;312;0.078;0.014;0.847;0.000;0.000;0.011;3.98;3.61;0.73;0.23;0.81;0.64;0.73;0.46;0.49;0.082;0.08;0.365;0.391;0.244;0.119;0.016;sc;0.000;0.017;0.000;0.000;0.000;0.000;0.915;0.044;0.000;0.000;0.024;0.000;0.000;-11.8;0.066
257;54.409;1172;1169;229;1191;297;9.4;197;0.887;0.68;3.98;2.15;1.49;0.54;0.63;0.36;0.27;9.95;1.21;jja;163.05;2.75;djf;312;0.020;0.022;0.869;0.000;0.000;0.000;3.90;3.56;0.73;0.20;0.82;0.69;0.67;0.34;0.50;0.067;0.06;0.313;0.390;0.297;0.100;0.017;sc;0.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;-11.8;0.060
258;593.756;1129;1081;270;1682;326;42.1;242;0.653;0.69;3.88;2.18;1.56;0.56;0.64;0.37;0.25;10.25;1.23;jja;163.10;2.77;djf;312;0.052;0.087;0.766;0.000;0.000;0.009;3.65;3.36;0.71;0.18;0.80;0.68;0.69;0.40;0.48;0.065;0.07;0.359;0.402;0.238;0.127;0.018;sc;0.000;0.008;0.000;0.000;0.000;0.000;0.960;0.021;0.000;0.000;0.011;0.000;0.000;-11.8;0.063
259;93.461;1020;991;288;1671;363;16.4;58;0.663;0.82;4.36;2.17;1.51;0.50;0.70;0.39;0.23;9.30;1.23;jja;158.60;2.72;djf;312;0.043;0.053;0.757;0.000;0.000;0.000;4.23;3.99;0.75;0.18;0.83;0.73;0.63;0.36;0.49;0.052;0.06;0.352;0.422;0.226;0.126;0.020;sc;0.000;0.000;0.000;0.000;0.000;0.000;0.929;0.071;0.000;0.000;0.000;0.000;0.000;-11.8;0.069
260;87.299;704;673;194;1075;274;10.7;208;0.984;0.90;3.80;2.27;1.75;0.60;0.90;0.32;0.17;11.70;1.24;jja;175.65;2.90;djf;313;0.229;0.000;0.715;0.000;0.000;0.048;4.70;4.33;0.79;0.24;0.89;0.71;0.83;0.37;0.49;0.071;0.07;0.349;0.421;0.230;0.119;0.020;sc;0.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;-11.8;0.060
261;24.725;666;655;123;583;219;5.5;146;1.018;0.42;3.78;2.27;1.88;0.60;0.90;0.34;0.15;11.65;1.23;jja;179.80;2.93;djf;313;0.338;0.000;0.651;0.000;0.000;0.011;4.75;4.35;0.80;0.25;0.92;0.72;0.84;0.38;0.49;0.099;0.07;0.363;0.434;0.203;0.129;0.020;sm;0.000;0.000;0.000;0.000;0.000;0.000;0.477;0.523;0.000;0.000;0.000;0.000;0.000;-12.1;0.128
262;168.996;868;856;237;1364;339;19.7;345;0.745;0.89;4.15;2.23;1.75;0.54;0.79;0.37;0.20;10.05;1.23;jja;164.50;2.73;djf;312;0.020;0.008;0.915;0.000;0.000;0.003;4.90;4.55;0.79;0.25;0.87;0.67;0.71;0.37;0.49;0.053;0.07;0.354;0.426;0.221;0.123;0.020;sc;0.000;0.000;0.000;0.000;0.000;0.000;0.815;0.185;0.000;0.000;0.000;0.000;0.000;-11.9;0.084
263;5001.745;1191;1140;436;2575;321;119.7;38;0.667;0.77;4.13;2.10;1.36;0.51;0.60;0.37;0.27;9.05;1.21;jja;152.80;2.69;djf;312;0.116;0.069;0.608;0.000;0.001;0.019;3.79;3.57;0.73;0.14;0.85;0.79;0.86;0.52;0.47;0.055;0.08;0.443;0.356;0.201;0.124;0.016;sc;0.000;0.323;0.000;0.000;0.000;0.000;0.605;0.066;0.000;0.000;0.006;0.000;0.000;-12.0;0.053
264;25.274;1343;1319;425;1623;442;7.0;35;0.815;0.54;5.07;2.00;1.32;0.39;0.50;0.37;0.29;8.10;1.23;jja;149.20;2.69;djf;312;0.039;0.350;0.493;0.000;0.000;0.000;2.91;2.84;0.61;0.02;0.73;0.83;0.70;0.30;0.48;0.029;0.05;0.367;0.365;0.268;0.162;0.017;sc;0.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;-11.8;0.060
265;17.423;1495;1512;431;1877;437;6.2;99;0.765;0.38;4.98;1.91;1.45;0.38;0.44;0.36;0.30;7.85;1.21;jja;151.90;2.71;djf;332;0.000;0.418;0.387;0.000;0.000;0.000;2.02;1.96;0.49;0.02;0.55;0.64;0.60;0.30;0.47;0.029;0.05;0.392;0.396;0.212;0.182;0.019;sc;0.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;-11.8;0.060
266;83.662;1354;1329;457;1894;430;10.6;36;0.973;0.54;5.01;1.98;1.39;0.40;0.50;0.36;0.30;8.00;1.21;jja;150.80;2.69;djf;312;0.035;0.365;0.448;0.000;0.000;0.007;2.69;2.61;0.58;0.05;0.66;0.72;0.73;0.39;0.47;0.030;0.06;0.382;0.399;0.219;0.170;0.017;sc;0.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;-11.8;0.060
267;186.476;1218;1133;444;2021;384;18.7;25;0.824;0.62;4.89;2.05;1.46;0.42;0.55;0.37;0.28;8.00;1.21;jja;151.75;2.69;djf;312;0.072;0.221;0.557;0.000;0.000;0.011;3.32;3.19;0.65;0.10;0.74;0.74;0.74;0.38;0.48;0.036;0.06;0.370;0.409;0.221;0.153;0.018;sc;0.000;0.000;0.000;0.000;0.000;0.000;0.940;0.060;0.000;0.000;0.000;0.000;0.000;-11.8;0.068
268;41.504;1222;1223;348;1731;336;7.2;73;1.014;0.58;4.69;2.08;1.38;0.44;0.59;0.40;0.25;8.40;1.21;jja;153.10;2.69;djf;312;0.065;0.113;0.641;0.000;0.000;0.030;3.85;3.68;0.71;0.10;0.81;0.81;0.70;0.41;0.48;0.037;0.07;0.376;0.425;0.199;0.133;0.019;sc;0.000;0.000;0.000;0.000;0.000;0.000;0.802;0.198;0.000;0.000;0.000;0.000;0.000;-11.9;0.086
269;68.425;1040;996;292;1623;278;11.3;306;0.824;0.78;4.54;2.17;1.45;0.48;0.69;0.41;0.24;9.15;1.22;NA;157.95;2.69;djf;312;0.221;0.057;0.597;0.000;0.000;0.015;4.28;4.08;0.76;0.14;0.87;0.81;0.90;0.47;0.49;0.051;0.08;0.366;0.407;0.228;0.121;0.017;sc;0.000;0.000;0.000;0.000;0.000;0.000;0.803;0.197;0.000;0.000;0.000;0.000;0.000;-11.9;0.086
270;148.553;1038;984;340;1787;277;13.8;301;0.993;0.69;4.62;2.15;1.44;0.47;0.68;0.40;0.24;8.50;1.22;jja;155.60;2.69;djf;312;0.224;0.060;0.584;0.000;0.000;0.033;4.17;3.98;0.75;0.13;0.87;0.82;0.97;0.51;0.49;0.048;0.08;0.373;0.404;0.223;0.121;0.016;sc;0.000;0.000;0.000;0.000;0.000;0.000;0.684;0.316;0.000;0.000;0.000;0.000;0.000;-12.0;0.101
271;9.360;1367;1359;385;1570;376;5.2;22;0.667;0.15;4.69;1.99;1.48;0.42;0.51;0.39;0.25;8.55;1.23;jja;154.45;2.68;djf;312;0.047;0.206;0.576;0.000;0.000;0.003;3.95;3.90;0.69;0.06;0.77;0.82;0.59;0.30;0.47;0.038;0.05;0.380;0.420;0.200;0.170;0.020;sc;0.000;0.000;0.000;0.000;0.000;0.000;0.990;0.010;0.000;0.000;0.000;0.000;0.000;-11.8;0.061
272;15.623;1269;1336;328;1334;379;5.5;246;0.816;0.68;4.31;2.05;1.76;0.48;0.55;0.38;0.20;9.75;1.21;jja;161.95;2.74;djf;312;0.000;0.165;0.576;0.000;0.000;0.000;2.80;2.60;0.67;0.11;0.80;0.78;0.65;0.35;0.48;0.035;0.06;0.356;0.410;0.234;0.140;0.018;sc;0.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;-11.8;0.060
273;233.334;1036;960;361;1867;291;21.6;301;0.797;0.75;4.59;2.15;1.50;0.47;0.67;0.39;0.24;8.60;1.22;jja;155.65;2.69;djf;312;0.196;0.075;0.600;0.000;0.000;0.022;4.06;3.87;0.74;0.14;0.86;0.81;0.97;0.47;0.48;0.048;0.08;0.370;0.406;0.224;0.126;0.017;sc;0.000;0.000;0.000;0.000;0.000;0.000;0.741;0.259;0.000;0.000;0.000;0.000;0.000;-11.9;0.094
274;15.077;1153;1152;330;1286;372;7.0;262;0.628;0.30;4.38;2.13;1.79;0.49;0.61;0.36;0.20;9.65;1.20;jja;159.60;2.71;djf;313;0.000;0.136;0.522;0.000;0.000;0.000;3.13;2.87;0.71;0.18;0.80;0.69;0.70;0.34;0.48;0.039;0.06;0.370;0.440;0.190;0.147;0.021;sc;0.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;-11.8;0.060
275;71.858;966;915;274;1647;347;10.2;86;0.935;0.80;4.56;2.17;1.72;0.48;0.65;0.34;0.22;8.95;1.21;jja;156.80;2.70;djf;313;0.020;0.055;0.783;0.000;0.000;0.006;4.09;3.84;0.74;0.21;0.83;0.68;0.75;0.37;0.49;0.037;0.07;0.348;0.418;0.233;0.120;0.019;sc;0.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;-11.8;0.060
276;542.507;1073;980;396;2068;335;29.0;308;0.908;0.71;4.67;2.12;1.54;0.45;0.63;0.37;0.25;8.30;1.24;jja;153.65;2.69;djf;312;0.118;0.119;0.620;0.000;0.000;0.015;3.79;3.61;0.71;0.14;0.81;0.76;0.85;0.42;0.48;0.042;0.07;0.368;0.412;0.221;0.135;0.018;sc;0.000;0.000;0.000;0.000;0.000;0.000;0.868;0.132;0.000;0.000;0.000;0.000;0.000;-11.9;0.077
277;43.677;906;849;324;1541;370;12.7;313;0.586;0.78;4.29;2.19;1.79;0.51;0.71;0.36;0.19;10.15;1.22;jja;161.90;2.73;djf;313;0.093;0.057;0.769;0.000;0.000;0.000;4.50;4.29;0.77;0.17;0.85;0.76;0.70;0.35;0.48;0.041;0.06;0.362;0.433;0.204;0.138;0.021;sc;0.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;-11.8;0.060
278;130.917;899;857;273;1537;334;20.1;327;0.641;0.87;4.14;2.21;1.77;0.53;0.74;0.37;0.18;10.65;1.21;jja;166.20;2.77;djf;311;0.044;0.024;0.844;0.000;0.000;0.007;4.82;4.56;0.79;0.21;0.87;0.72;0.74;0.37;0.49;0.044;0.07;0.358;0.430;0.212;0.126;0.020;sc;0.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;-11.8;0.060
279;20.995;696;697;122;658;223;5.0;53;1.026;0.63;3.98;2.25;1.61;0.57;0.80;0.33;0.13;11.15;1.21;jja;174.70;2.90;djf;313;0.279;0.000;0.705;0.000;0.000;0.000;5.08;4.71;0.81;0.26;0.92;0.70;0.81;0.39;0.49;0.067;0.07;0.396;0.372;0.232;0.072;0.013;sm;0.000;0.000;0.000;0.000;0.000;0.000;0.445;0.555;0.000;0.000;0.000;0.000;0.000;-12.2;0.132
280;901.957;938;851;396;2194;309;53.1;22;0.638;0.71;4.40;2.17;1.61;0.49;0.68;0.36;0.21;9.15;1.20;jja;158.30;2.69;djf;313;0.162;0.078;0.638;0.000;0.000;0.026;4.07;3.84;0.74;0.17;0.85;0.74;1.18;0.40;0.49;0.058;0.07;0.364;0.409;0.227;0.124;0.018;sc;0.000;0.000;0.000;0.000;0.000;0.000;0.832;0.168;0.000;0.000;0.000;0.000;0.000;-11.9;0.082
